Iterações entre number1 * number2: 36000
+4 * +8 3/1 = +44
+4 * +8 3/2 = +38
+4 * +8 3/3 = +36
+4 * +8 3/4 = +35
+4 * +8 3/5 = +34 2/5
+4 * +8 3/6 = +34
+4 * +8 3/7 = +33 5/7
+4 * +8 3/8 = +33 1/2
+4 * +8 3/9 = +33 1/3
+4 * +8 4/1 = +48
+4 * +8 4/2 = +40
+4 * +8 4/3 = +37 1/3
+4 * +8 4/4 = +36
+4 * +8 4/5 = +35 1/5
+4 * +8 4/6 = +34 2/3
+4 * +8 4/7 = +34 2/7
+4 * +8 4/8 = +34
+4 * +8 4/9 = +33 7/9
+4 * +8 5/1 = +52
+4 * +8 5/2 = +42
+4 * +8 5/3 = +38 2/3
+4 * +8 5/4 = +37
+4 * +8 5/5 = +36
+4 * +8 5/6 = +35 1/3
+4 * +8 5/7 = +34 6/7
+4 * +8 5/8 = +34 1/2
+4 * +8 5/9 = +34 2/9
+4 * +8 6/1 = +56
+4 * +8 6/2 = +44
+4 * +8 6/3 = +40
+4 * +8 6/4 = +38
+4 * +8 6/5 = +36 4/5
+4 * +8 6/6 = +36
+4 * +8 6/7 = +35 3/7
+4 * +8 6/8 = +35
+4 * +8 6/9 = +34 2/3
+4 * +8 7/1 = +60
+4 * +8 7/2 = +46
+4 * +8 7/3 = +41 1/3
+4 * +8 7/4 = +39
+4 * +8 7/5 = +37 3/5
+4 * +8 7/6 = +36 2/3
+4 * +8 7/7 = +36
+4 * +8 7/8 = +35 1/2
+4 * +8 7/9 = +35 1/9
+4 * +8 8/1 = +64
+4 * +8 8/2 = +48
+4 * +8 8/3 = +42 2/3
+4 * +8 8/4 = +40
+4 * +8 8/5 = +38 2/5
+4 * +8 8/6 = +37 1/3
+4 * +8 8/7 = +36 4/7
+4 * +8 8/8 = +36
+4 * +8 8/9 = +35 5/9
+4 * +8 9/1 = +68
+4 * +8 9/2 = +50
+4 * +8 9/3 = +44
+4 * +8 9/4 = +41
+4 * +8 9/5 = +39 1/5
+4 * +8 9/6 = +38
+4 * +8 9/7 = +37 1/7
+4 * +8 9/8 = +36 1/2
+4 * +8 9/9 = +36
+4 * +9 0/1 = +36
+4 * +9 0/2 = +36
+4 * +9 0/3 = +36
+4 * +9 0/4 = +36
+4 * +9 0/5 = +36
+4 * +9 0/6 = +36
+4 * +9 0/7 = +36
+4 * +9 0/8 = +36
+4 * +9 0/9 = +36
+4 * +9 1/1 = +40
+4 * +9 1/2 = +38
+4 * +9 1/3 = +37 1/3
+4 * +9 1/4 = +37
+4 * +9 1/5 = +36 4/5
+4 * +9 1/6 = +36 2/3
+4 * +9 1/7 = +36 4/7
+4 * +9 1/8 = +36 1/2
+4 * +9 1/9 = +36 4/9
+4 * +9 2/1 = +44
+4 * +9 2/2 = +40
+4 * +9 2/3 = +38 2/3
+4 * +9 2/4 = +38
+4 * +9 2/5 = +37 3/5
+4 * +9 2/6 = +37 1/3
+4 * +9 2/7 = +37 1/7
+4 * +9 2/8 = +37
+4 * +9 2/9 = +36 8/9
+4 * +9 3/1 = +48
+4 * +9 3/2 = +42
+4 * +9 3/3 = +40
+4 * +9 3/4 = +39
+4 * +9 3/5 = +38 2/5
+4 * +9 3/6 = +38
+4 * +9 3/7 = +37 5/7
+4 * +9 3/8 = +37 1/2
+4 * +9 3/9 = +37 1/3
+4 * +9 4/1 = +52
+4 * +9 4/2 = +44
+4 * +9 4/3 = +41 1/3
+4 * +9 4/4 = +40
+4 * +9 4/5 = +39 1/5
+4 * +9 4/6 = +38 2/3
+4 * +9 4/7 = +38 2/7
+4 * +9 4/8 = +38
+4 * +9 4/9 = +37 7/9
+4 * +9 5/1 = +56
+4 * +9 5/2 = +46
+4 * +9 5/3 = +42 2/3
+4 * +9 5/4 = +41
+4 * +9 5/5 = +40
+4 * +9 5/6 = +39 1/3
+4 * +9 5/7 = +38 6/7
+4 * +9 5/8 = +38 1/2
+4 * +9 5/9 = +38 2/9
+4 * +9 6/1 = +60
+4 * +9 6/2 = +48
+4 * +9 6/3 = +44
+4 * +9 6/4 = +42
+4 * +9 6/5 = +40 4/5
+4 * +9 6/6 = +40
+4 * +9 6/7 = +39 3/7
+4 * +9 6/8 = +39
+4 * +9 6/9 = +38 2/3
+4 * +9 7/1 = +64
+4 * +9 7/2 = +50
+4 * +9 7/3 = +45 1/3
+4 * +9 7/4 = +43
+4 * +9 7/5 = +41 3/5
+4 * +9 7/6 = +40 2/3
+4 * +9 7/7 = +40
+4 * +9 7/8 = +39 1/2
+4 * +9 7/9 = +39 1/9
+4 * +9 8/1 = +68
+4 * +9 8/2 = +52
+4 * +9 8/3 = +46 2/3
+4 * +9 8/4 = +44
+4 * +9 8/5 = +42 2/5
+4 * +9 8/6 = +41 1/3
+4 * +9 8/7 = +40 4/7
+4 * +9 8/8 = +40
+4 * +9 8/9 = +39 5/9
+4 * +9 9/1 = +72
+4 * +9 9/2 = +54
+4 * +9 9/3 = +48
+4 * +9 9/4 = +45
+4 * +9 9/5 = +43 1/5
+4 * +9 9/6 = +42
+4 * +9 9/7 = +41 1/7
+4 * +9 9/8 = +40 1/2
+4 * +9 9/9 = +40
+4 * -0 0/1 = +0
+4 * -0 0/2 = +0
+4 * -0 0/3 = +0
+4 * -0 0/4 = +0
+4 * -0 0/5 = +0
+4 * -0 0/6 = +0
+4 * -0 0/7 = +0
+4 * -0 0/8 = +0
+4 * -0 0/9 = +0
+4 * -0 1/1 = -4
+4 * -0 1/2 = -2
+4 * -0 1/3 = -1 1/3
+4 * -0 1/4 = -1
+4 * -0 1/5 = -4/5
+4 * -0 1/6 = -2/3
+4 * -0 1/7 = -4/7
+4 * -0 1/8 = -1/2
+4 * -0 1/9 = -4/9
+4 * -0 2/1 = -8
+4 * -0 2/2 = -4
+4 * -0 2/3 = -2 2/3
+4 * -0 2/4 = -2
+4 * -0 2/5 = -1 3/5
+4 * -0 2/6 = -1 1/3
+4 * -0 2/7 = -1 1/7
+4 * -0 2/8 = -1
+4 * -0 2/9 = -8/9
+4 * -0 3/1 = -12
+4 * -0 3/2 = -6
+4 * -0 3/3 = -4
+4 * -0 3/4 = -3
+4 * -0 3/5 = -2 2/5
+4 * -0 3/6 = -2
+4 * -0 3/7 = -1 5/7
+4 * -0 3/8 = -1 1/2
+4 * -0 3/9 = -1 1/3
+4 * -0 4/1 = -16
+4 * -0 4/2 = -8
+4 * -0 4/3 = -5 1/3
+4 * -0 4/4 = -4
+4 * -0 4/5 = -3 1/5
+4 * -0 4/6 = -2 2/3
+4 * -0 4/7 = -2 2/7
+4 * -0 4/8 = -2
+4 * -0 4/9 = -1 7/9
+4 * -0 5/1 = -20
+4 * -0 5/2 = -10
+4 * -0 5/3 = -6 2/3
+4 * -0 5/4 = -5
+4 * -0 5/5 = -4
+4 * -0 5/6 = -3 1/3
+4 * -0 5/7 = -2 6/7
+4 * -0 5/8 = -2 1/2
+4 * -0 5/9 = -2 2/9
+4 * -0 6/1 = -24
+4 * -0 6/2 = -12
+4 * -0 6/3 = -8
+4 * -0 6/4 = -6
+4 * -0 6/5 = -4 4/5
+4 * -0 6/6 = -4
+4 * -0 6/7 = -3 3/7
+4 * -0 6/8 = -3
+4 * -0 6/9 = -2 2/3
+4 * -0 7/1 = -28
+4 * -0 7/2 = -14
+4 * -0 7/3 = -9 1/3
+4 * -0 7/4 = -7
+4 * -0 7/5 = -5 3/5
+4 * -0 7/6 = -4 2/3
+4 * -0 7/7 = -4
+4 * -0 7/8 = -3 1/2
+4 * -0 7/9 = -3 1/9
+4 * -0 8/1 = -32
+4 * -0 8/2 = -16
+4 * -0 8/3 = -10 2/3
+4 * -0 8/4 = -8
+4 * -0 8/5 = -6 2/5
+4 * -0 8/6 = -5 1/3
+4 * -0 8/7 = -4 4/7
+4 * -0 8/8 = -4
+4 * -0 8/9 = -3 5/9
+4 * -0 9/1 = -36
+4 * -0 9/2 = -18
+4 * -0 9/3 = -12
+4 * -0 9/4 = -9
+4 * -0 9/5 = -7 1/5
+4 * -0 9/6 = -6
+4 * -0 9/7 = -5 1/7
+4 * -0 9/8 = -4 1/2
+4 * -0 9/9 = -4
+4 * -1 0/1 = -4
+4 * -1 0/2 = -4
+4 * -1 0/3 = -4
+4 * -1 0/4 = -4
+4 * -1 0/5 = -4
+4 * -1 0/6 = -4
+4 * -1 0/7 = -4
+4 * -1 0/8 = -4
+4 * -1 0/9 = -4
+4 * -1 1/1 = -8
+4 * -1 1/2 = -6
+4 * -1 1/3 = -5 1/3
+4 * -1 1/4 = -5
+4 * -1 1/5 = -4 4/5
+4 * -1 1/6 = -4 2/3
+4 * -1 1/7 = -4 4/7
+4 * -1 1/8 = -4 1/2
+4 * -1 1/9 = -4 4/9
+4 * -1 2/1 = -12
+4 * -1 2/2 = -8
+4 * -1 2/3 = -6 2/3
+4 * -1 2/4 = -6
+4 * -1 2/5 = -5 3/5
+4 * -1 2/6 = -5 1/3
+4 * -1 2/7 = -5 1/7
+4 * -1 2/8 = -5
+4 * -1 2/9 = -4 8/9
+4 * -1 3/1 = -16
+4 * -1 3/2 = -10
+4 * -1 3/3 = -8
+4 * -1 3/4 = -7
+4 * -1 3/5 = -6 2/5
+4 * -1 3/6 = -6
+4 * -1 3/7 = -5 5/7
+4 * -1 3/8 = -5 1/2
+4 * -1 3/9 = -5 1/3
+4 * -1 4/1 = -20
+4 * -1 4/2 = -12
+4 * -1 4/3 = -9 1/3
+4 * -1 4/4 = -8
+4 * -1 4/5 = -7 1/5
+4 * -1 4/6 = -6 2/3
+4 * -1 4/7 = -6 2/7
+4 * -1 4/8 = -6
+4 * -1 4/9 = -5 7/9
+4 * -1 5/1 = -24
+4 * -1 5/2 = -14
+4 * -1 5/3 = -10 2/3
+4 * -1 5/4 = -9
+4 * -1 5/5 = -8
+4 * -1 5/6 = -7 1/3
+4 * -1 5/7 = -6 6/7
+4 * -1 5/8 = -6 1/2
+4 * -1 5/9 = -6 2/9
+4 * -1 6/1 = -28
+4 * -1 6/2 = -16
+4 * -1 6/3 = -12
+4 * -1 6/4 = -10
+4 * -1 6/5 = -8 4/5
+4 * -1 6/6 = -8
+4 * -1 6/7 = -7 3/7
+4 * -1 6/8 = -7
+4 * -1 6/9 = -6 2/3
+4 * -1 7/1 = -32
+4 * -1 7/2 = -18
+4 * -1 7/3 = -13 1/3
+4 * -1 7/4 = -11
+4 * -1 7/5 = -9 3/5
+4 * -1 7/6 = -8 2/3
+4 * -1 7/7 = -8
+4 * -1 7/8 = -7 1/2
+4 * -1 7/9 = -7 1/9
+4 * -1 8/1 = -36
+4 * -1 8/2 = -20
+4 * -1 8/3 = -14 2/3
+4 * -1 8/4 = -12
+4 * -1 8/5 = -10 2/5
+4 * -1 8/6 = -9 1/3
+4 * -1 8/7 = -8 4/7
+4 * -1 8/8 = -8
+4 * -1 8/9 = -7 5/9
+4 * -1 9/1 = -40
+4 * -1 9/2 = -22
+4 * -1 9/3 = -16
+4 * -1 9/4 = -13
+4 * -1 9/5 = -11 1/5
+4 * -1 9/6 = -10
+4 * -1 9/7 = -9 1/7
+4 * -1 9/8 = -8 1/2
+4 * -1 9/9 = -8
+4 * -2 0/1 = -8
+4 * -2 0/2 = -8
+4 * -2 0/3 = -8
+4 * -2 0/4 = -8
+4 * -2 0/5 = -8
+4 * -2 0/6 = -8
+4 * -2 0/7 = -8
+4 * -2 0/8 = -8
+4 * -2 0/9 = -8
+4 * -2 1/1 = -12
+4 * -2 1/2 = -10
+4 * -2 1/3 = -9 1/3
+4 * -2 1/4 = -9
+4 * -2 1/5 = -8 4/5
+4 * -2 1/6 = -8 2/3
+4 * -2 1/7 = -8 4/7
+4 * -2 1/8 = -8 1/2
+4 * -2 1/9 = -8 4/9
+4 * -2 2/1 = -16
+4 * -2 2/2 = -12
+4 * -2 2/3 = -10 2/3
+4 * -2 2/4 = -10
+4 * -2 2/5 = -9 3/5
+4 * -2 2/6 = -9 1/3
+4 * -2 2/7 = -9 1/7
+4 * -2 2/8 = -9
+4 * -2 2/9 = -8 8/9
+4 * -2 3/1 = -20
+4 * -2 3/2 = -14
+4 * -2 3/3 = -12
+4 * -2 3/4 = -11
+4 * -2 3/5 = -10 2/5
+4 * -2 3/6 = -10
+4 * -2 3/7 = -9 5/7
+4 * -2 3/8 = -9 1/2
+4 * -2 3/9 = -9 1/3
+4 * -2 4/1 = -24
+4 * -2 4/2 = -16
+4 * -2 4/3 = -13 1/3
+4 * -2 4/4 = -12
+4 * -2 4/5 = -11 1/5
+4 * -2 4/6 = -10 2/3
+4 * -2 4/7 = -10 2/7
+4 * -2 4/8 = -10
+4 * -2 4/9 = -9 7/9
+4 * -2 5/1 = -28
+4 * -2 5/2 = -18
+4 * -2 5/3 = -14 2/3
+4 * -2 5/4 = -13
+4 * -2 5/5 = -12
+4 * -2 5/6 = -11 1/3
+4 * -2 5/7 = -10 6/7
+4 * -2 5/8 = -10 1/2
+4 * -2 5/9 = -10 2/9
+4 * -2 6/1 = -32
+4 * -2 6/2 = -20
+4 * -2 6/3 = -16
+4 * -2 6/4 = -14
+4 * -2 6/5 = -12 4/5
+4 * -2 6/6 = -12
+4 * -2 6/7 = -11 3/7
+4 * -2 6/8 = -11
+4 * -2 6/9 = -10 2/3
+4 * -2 7/1 = -36
+4 * -2 7/2 = -22
+4 * -2 7/3 = -17 1/3
+4 * -2 7/4 = -15
+4 * -2 7/5 = -13 3/5
+4 * -2 7/6 = -12 2/3
+4 * -2 7/7 = -12
+4 * -2 7/8 = -11 1/2
+4 * -2 7/9 = -11 1/9
+4 * -2 8/1 = -40
+4 * -2 8/2 = -24
+4 * -2 8/3 = -18 2/3
+4 * -2 8/4 = -16
+4 * -2 8/5 = -14 2/5
+4 * -2 8/6 = -13 1/3
+4 * -2 8/7 = -12 4/7
+4 * -2 8/8 = -12
+4 * -2 8/9 = -11 5/9
+4 * -2 9/1 = -44
+4 * -2 9/2 = -26
+4 * -2 9/3 = -20
+4 * -2 9/4 = -17
+4 * -2 9/5 = -15 1/5
+4 * -2 9/6 = -14
+4 * -2 9/7 = -13 1/7
+4 * -2 9/8 = -12 1/2
+4 * -2 9/9 = -12
+4 * -3 0/1 = -12
+4 * -3 0/2 = -12
+4 * -3 0/3 = -12
+4 * -3 0/4 = -12
+4 * -3 0/5 = -12
+4 * -3 0/6 = -12
+4 * -3 0/7 = -12
+4 * -3 0/8 = -12
+4 * -3 0/9 = -12
+4 * -3 1/1 = -16
+4 * -3 1/2 = -14
+4 * -3 1/3 = -13 1/3
+4 * -3 1/4 = -13
+4 * -3 1/5 = -12 4/5
+4 * -3 1/6 = -12 2/3
+4 * -3 1/7 = -12 4/7
+4 * -3 1/8 = -12 1/2
+4 * -3 1/9 = -12 4/9
+4 * -3 2/1 = -20
+4 * -3 2/2 = -16
+4 * -3 2/3 = -14 2/3
+4 * -3 2/4 = -14
+4 * -3 2/5 = -13 3/5
+4 * -3 2/6 = -13 1/3
+4 * -3 2/7 = -13 1/7
+4 * -3 2/8 = -13
+4 * -3 2/9 = -12 8/9
+4 * -3 3/1 = -24
+4 * -3 3/2 = -18
+4 * -3 3/3 = -16
+4 * -3 3/4 = -15
+4 * -3 3/5 = -14 2/5
+4 * -3 3/6 = -14
+4 * -3 3/7 = -13 5/7
+4 * -3 3/8 = -13 1/2
+4 * -3 3/9 = -13 1/3
+4 * -3 4/1 = -28
+4 * -3 4/2 = -20
+4 * -3 4/3 = -17 1/3
+4 * -3 4/4 = -16
+4 * -3 4/5 = -15 1/5
+4 * -3 4/6 = -14 2/3
+4 * -3 4/7 = -14 2/7
+4 * -3 4/8 = -14
+4 * -3 4/9 = -13 7/9
+4 * -3 5/1 = -32
+4 * -3 5/2 = -22
+4 * -3 5/3 = -18 2/3
+4 * -3 5/4 = -17
+4 * -3 5/5 = -16
+4 * -3 5/6 = -15 1/3
+4 * -3 5/7 = -14 6/7
+4 * -3 5/8 = -14 1/2
+4 * -3 5/9 = -14 2/9
+4 * -3 6/1 = -36
+4 * -3 6/2 = -24
+4 * -3 6/3 = -20
+4 * -3 6/4 = -18
+4 * -3 6/5 = -16 4/5
+4 * -3 6/6 = -16
+4 * -3 6/7 = -15 3/7
+4 * -3 6/8 = -15
+4 * -3 6/9 = -14 2/3
+4 * -3 7/1 = -40
+4 * -3 7/2 = -26
+4 * -3 7/3 = -21 1/3
+4 * -3 7/4 = -19
+4 * -3 7/5 = -17 3/5
+4 * -3 7/6 = -16 2/3
+4 * -3 7/7 = -16
+4 * -3 7/8 = -15 1/2
+4 * -3 7/9 = -15 1/9
+4 * -3 8/1 = -44
+4 * -3 8/2 = -28
+4 * -3 8/3 = -22 2/3
+4 * -3 8/4 = -20
+4 * -3 8/5 = -18 2/5
+4 * -3 8/6 = -17 1/3
+4 * -3 8/7 = -16 4/7
+4 * -3 8/8 = -16
+4 * -3 8/9 = -15 5/9
+4 * -3 9/1 = -48
+4 * -3 9/2 = -30
+4 * -3 9/3 = -24
+4 * -3 9/4 = -21
+4 * -3 9/5 = -19 1/5
+4 * -3 9/6 = -18
+4 * -3 9/7 = -17 1/7
+4 * -3 9/8 = -16 1/2
+4 * -3 9/9 = -16
+4 * -4 0/1 = -16
+4 * -4 0/2 = -16
+4 * -4 0/3 = -16
+4 * -4 0/4 = -16
+4 * -4 0/5 = -16
+4 * -4 0/6 = -16
+4 * -4 0/7 = -16
+4 * -4 0/8 = -16
+4 * -4 0/9 = -16
+4 * -4 1/1 = -20
+4 * -4 1/2 = -18
+4 * -4 1/3 = -17 1/3
+4 * -4 1/4 = -17
+4 * -4 1/5 = -16 4/5
+4 * -4 1/6 = -16 2/3
+4 * -4 1/7 = -16 4/7
+4 * -4 1/8 = -16 1/2
+4 * -4 1/9 = -16 4/9
+4 * -4 2/1 = -24
+4 * -4 2/2 = -20
+4 * -4 2/3 = -18 2/3
+4 * -4 2/4 = -18
+4 * -4 2/5 = -17 3/5
+4 * -4 2/6 = -17 1/3
+4 * -4 2/7 = -17 1/7
+4 * -4 2/8 = -17
+4 * -4 2/9 = -16 8/9
+4 * -4 3/1 = -28
+4 * -4 3/2 = -22
+4 * -4 3/3 = -20
+4 * -4 3/4 = -19
+4 * -4 3/5 = -18 2/5
+4 * -4 3/6 = -18
+4 * -4 3/7 = -17 5/7
+4 * -4 3/8 = -17 1/2
+4 * -4 3/9 = -17 1/3
+4 * -4 4/1 = -32
+4 * -4 4/2 = -24
+4 * -4 4/3 = -21 1/3
+4 * -4 4/4 = -20
+4 * -4 4/5 = -19 1/5
+4 * -4 4/6 = -18 2/3
+4 * -4 4/7 = -18 2/7
+4 * -4 4/8 = -18
+4 * -4 4/9 = -17 7/9
+4 * -4 5/1 = -36
+4 * -4 5/2 = -26
+4 * -4 5/3 = -22 2/3
+4 * -4 5/4 = -21
+4 * -4 5/5 = -20
+4 * -4 5/6 = -19 1/3
+4 * -4 5/7 = -18 6/7
+4 * -4 5/8 = -18 1/2
+4 * -4 5/9 = -18 2/9
+4 * -4 6/1 = -40
+4 * -4 6/2 = -28
+4 * -4 6/3 = -24
+4 * -4 6/4 = -22
+4 * -4 6/5 = -20 4/5
+4 * -4 6/6 = -20
+4 * -4 6/7 = -19 3/7
+4 * -4 6/8 = -19
+4 * -4 6/9 = -18 2/3
+4 * -4 7/1 = -44
+4 * -4 7/2 = -30
+4 * -4 7/3 = -25 1/3
+4 * -4 7/4 = -23
+4 * -4 7/5 = -21 3/5
+4 * -4 7/6 = -20 2/3
+4 * -4 7/7 = -20
+4 * -4 7/8 = -19 1/2
+4 * -4 7/9 = -19 1/9
+4 * -4 8/1 = -48
+4 * -4 8/2 = -32
+4 * -4 8/3 = -26 2/3
+4 * -4 8/4 = -24
+4 * -4 8/5 = -22 2/5
+4 * -4 8/6 = -21 1/3
+4 * -4 8/7 = -20 4/7
+4 * -4 8/8 = -20
+4 * -4 8/9 = -19 5/9
+4 * -4 9/1 = -52
+4 * -4 9/2 = -34
+4 * -4 9/3 = -28
+4 * -4 9/4 = -25
+4 * -4 9/5 = -23 1/5
+4 * -4 9/6 = -22
+4 * -4 9/7 = -21 1/7
+4 * -4 9/8 = -20 1/2
+4 * -4 9/9 = -20
+4 * -5 0/1 = -20
+4 * -5 0/2 = -20
+4 * -5 0/3 = -20
+4 * -5 0/4 = -20
+4 * -5 0/5 = -20
+4 * -5 0/6 = -20
+4 * -5 0/7 = -20
+4 * -5 0/8 = -20
+4 * -5 0/9 = -20
+4 * -5 1/1 = -24
+4 * -5 1/2 = -22
+4 * -5 1/3 = -21 1/3
+4 * -5 1/4 = -21
+4 * -5 1/5 = -20 4/5
+4 * -5 1/6 = -20 2/3
+4 * -5 1/7 = -20 4/7
+4 * -5 1/8 = -20 1/2
+4 * -5 1/9 = -20 4/9
+4 * -5 2/1 = -28
+4 * -5 2/2 = -24
+4 * -5 2/3 = -22 2/3
+4 * -5 2/4 = -22
+4 * -5 2/5 = -21 3/5
+4 * -5 2/6 = -21 1/3
+4 * -5 2/7 = -21 1/7
+4 * -5 2/8 = -21
+4 * -5 2/9 = -20 8/9
+4 * -5 3/1 = -32
+4 * -5 3/2 = -26
+4 * -5 3/3 = -24
+4 * -5 3/4 = -23
+4 * -5 3/5 = -22 2/5
+4 * -5 3/6 = -22
+4 * -5 3/7 = -21 5/7
+4 * -5 3/8 = -21 1/2
+4 * -5 3/9 = -21 1/3
+4 * -5 4/1 = -36
+4 * -5 4/2 = -28
+4 * -5 4/3 = -25 1/3
+4 * -5 4/4 = -24
+4 * -5 4/5 = -23 1/5
+4 * -5 4/6 = -22 2/3
+4 * -5 4/7 = -22 2/7
+4 * -5 4/8 = -22
+4 * -5 4/9 = -21 7/9
+4 * -5 5/1 = -40
+4 * -5 5/2 = -30
+4 * -5 5/3 = -26 2/3
+4 * -5 5/4 = -25
+4 * -5 5/5 = -24
+4 * -5 5/6 = -23 1/3
+4 * -5 5/7 = -22 6/7
+4 * -5 5/8 = -22 1/2
+4 * -5 5/9 = -22 2/9
+4 * -5 6/1 = -44
+4 * -5 6/2 = -32
+4 * -5 6/3 = -28
+4 * -5 6/4 = -26
+4 * -5 6/5 = -24 4/5
+4 * -5 6/6 = -24
+4 * -5 6/7 = -23 3/7
+4 * -5 6/8 = -23
+4 * -5 6/9 = -22 2/3
+4 * -5 7/1 = -48
+4 * -5 7/2 = -34
+4 * -5 7/3 = -29 1/3
+4 * -5 7/4 = -27
+4 * -5 7/5 = -25 3/5
+4 * -5 7/6 = -24 2/3
+4 * -5 7/7 = -24
+4 * -5 7/8 = -23 1/2
+4 * -5 7/9 = -23 1/9
+4 * -5 8/1 = -52
+4 * -5 8/2 = -36
+4 * -5 8/3 = -30 2/3
+4 * -5 8/4 = -28
+4 * -5 8/5 = -26 2/5
+4 * -5 8/6 = -25 1/3
+4 * -5 8/7 = -24 4/7
+4 * -5 8/8 = -24
+4 * -5 8/9 = -23 5/9
+4 * -5 9/1 = -56
+4 * -5 9/2 = -38
+4 * -5 9/3 = -32
+4 * -5 9/4 = -29
+4 * -5 9/5 = -27 1/5
+4 * -5 9/6 = -26
+4 * -5 9/7 = -25 1/7
+4 * -5 9/8 = -24 1/2
+4 * -5 9/9 = -24
+4 * -6 0/1 = -24
+4 * -6 0/2 = -24
+4 * -6 0/3 = -24
+4 * -6 0/4 = -24
+4 * -6 0/5 = -24
+4 * -6 0/6 = -24
+4 * -6 0/7 = -24
+4 * -6 0/8 = -24
+4 * -6 0/9 = -24
+4 * -6 1/1 = -28
+4 * -6 1/2 = -26
+4 * -6 1/3 = -25 1/3
+4 * -6 1/4 = -25
+4 * -6 1/5 = -24 4/5
+4 * -6 1/6 = -24 2/3
+4 * -6 1/7 = -24 4/7
+4 * -6 1/8 = -24 1/2
+4 * -6 1/9 = -24 4/9
+4 * -6 2/1 = -32
+4 * -6 2/2 = -28
+4 * -6 2/3 = -26 2/3
+4 * -6 2/4 = -26
+4 * -6 2/5 = -25 3/5
+4 * -6 2/6 = -25 1/3
+4 * -6 2/7 = -25 1/7
+4 * -6 2/8 = -25
+4 * -6 2/9 = -24 8/9
+4 * -6 3/1 = -36
+4 * -6 3/2 = -30
+4 * -6 3/3 = -28
+4 * -6 3/4 = -27
+4 * -6 3/5 = -26 2/5
+4 * -6 3/6 = -26
+4 * -6 3/7 = -25 5/7
+4 * -6 3/8 = -25 1/2
+4 * -6 3/9 = -25 1/3
+4 * -6 4/1 = -40
+4 * -6 4/2 = -32
+4 * -6 4/3 = -29 1/3
+4 * -6 4/4 = -28
+4 * -6 4/5 = -27 1/5
+4 * -6 4/6 = -26 2/3
+4 * -6 4/7 = -26 2/7
+4 * -6 4/8 = -26
+4 * -6 4/9 = -25 7/9
+4 * -6 5/1 = -44
+4 * -6 5/2 = -34
+4 * -6 5/3 = -30 2/3
+4 * -6 5/4 = -29
+4 * -6 5/5 = -28
+4 * -6 5/6 = -27 1/3
+4 * -6 5/7 = -26 6/7
+4 * -6 5/8 = -26 1/2
+4 * -6 5/9 = -26 2/9
+4 * -6 6/1 = -48
+4 * -6 6/2 = -36
+4 * -6 6/3 = -32
+4 * -6 6/4 = -30
+4 * -6 6/5 = -28 4/5
+4 * -6 6/6 = -28
+4 * -6 6/7 = -27 3/7
+4 * -6 6/8 = -27
+4 * -6 6/9 = -26 2/3
+4 * -6 7/1 = -52
+4 * -6 7/2 = -38
+4 * -6 7/3 = -33 1/3
+4 * -6 7/4 = -31
+4 * -6 7/5 = -29 3/5
+4 * -6 7/6 = -28 2/3
+4 * -6 7/7 = -28
+4 * -6 7/8 = -27 1/2
+4 * -6 7/9 = -27 1/9
+4 * -6 8/1 = -56
+4 * -6 8/2 = -40
+4 * -6 8/3 = -34 2/3
+4 * -6 8/4 = -32
+4 * -6 8/5 = -30 2/5
+4 * -6 8/6 = -29 1/3
+4 * -6 8/7 = -28 4/7
+4 * -6 8/8 = -28
+4 * -6 8/9 = -27 5/9
+4 * -6 9/1 = -60
+4 * -6 9/2 = -42
+4 * -6 9/3 = -36
+4 * -6 9/4 = -33
+4 * -6 9/5 = -31 1/5
+4 * -6 9/6 = -30
+4 * -6 9/7 = -29 1/7
+4 * -6 9/8 = -28 1/2
+4 * -6 9/9 = -28
+4 * -7 0/1 = -28
+4 * -7 0/2 = -28
+4 * -7 0/3 = -28
+4 * -7 0/4 = -28
+4 * -7 0/5 = -28
+4 * -7 0/6 = -28
+4 * -7 0/7 = -28
+4 * -7 0/8 = -28
+4 * -7 0/9 = -28
+4 * -7 1/1 = -32
+4 * -7 1/2 = -30
+4 * -7 1/3 = -29 1/3
+4 * -7 1/4 = -29
+4 * -7 1/5 = -28 4/5
+4 * -7 1/6 = -28 2/3
+4 * -7 1/7 = -28 4/7
+4 * -7 1/8 = -28 1/2
+4 * -7 1/9 = -28 4/9
+4 * -7 2/1 = -36
+4 * -7 2/2 = -32
+4 * -7 2/3 = -30 2/3
+4 * -7 2/4 = -30
+4 * -7 2/5 = -29 3/5
+4 * -7 2/6 = -29 1/3
+4 * -7 2/7 = -29 1/7
+4 * -7 2/8 = -29
+4 * -7 2/9 = -28 8/9
+4 * -7 3/1 = -40
+4 * -7 3/2 = -34
+4 * -7 3/3 = -32
+4 * -7 3/4 = -31
+4 * -7 3/5 = -30 2/5
+4 * -7 3/6 = -30
+4 * -7 3/7 = -29 5/7
+4 * -7 3/8 = -29 1/2
+4 * -7 3/9 = -29 1/3
+4 * -7 4/1 = -44
+4 * -7 4/2 = -36
+4 * -7 4/3 = -33 1/3
+4 * -7 4/4 = -32
+4 * -7 4/5 = -31 1/5
+4 * -7 4/6 = -30 2/3
+4 * -7 4/7 = -30 2/7
+4 * -7 4/8 = -30
+4 * -7 4/9 = -29 7/9
+4 * -7 5/1 = -48
+4 * -7 5/2 = -38
+4 * -7 5/3 = -34 2/3
